playerName,playerId,teamName,teamId,primaryPosition,positionGroup,minutesPlayed,averageBallPossession,totalShots,inaccuratePasses,dispossessed,unsuccessfulDribbles,keyPasses,assists,expectedAssists,goals,expectedGoals,marketValue,PEA,PEA/90,CC,CC/90,adjPEA/90,adjCC/90,totalPEA_x,totalCC_x,usageRate,chanceInvolvement,totalPEA_y,totalCC_y,totalPEA,totalCC,RCE
Romelle Donovan,1586020,Brentford,50,RW,Winger,38,47.61,3,7,2,1,1,0,0.02,0,0.1,3700000.0,13,30.79,1,2.37,32.34,2.49,3707,331,0.004,0.003,3707,331,3707,331,0.75
Alysson,1631879,Aston Villa,40,RW,Winger,56,53.55,1,3,0,0,0,0,0.05,0,0.05,10800000.0,4,6.43,0,0.0,6.0,0.0,3295,405,0.001,0.0,3295,405,3295,405,0.0
Solly March,301288,Brighton & Hove Albion,30,RW,Winger,60,54.08,1,3,2,0,0,0,0.02,0,0.04,1000000.0,6,9.0,0,0.0,8.32,0.0,3682,403,0.002,0.0,3682,403,3682,403,0.0
George Hemmings,1398204,Aston Villa,40,MC,Midfielder,25,53.55,1,0,0,0,0,0,0.01,0,0.04,860000.0,1,3.6,0,0.0,3.36,0.0,3295,405,0.0,0.0,3295,405,3295,405,0.0
Archie Gray,1142335,Tottenham Hotspur,33,MC,Midfielder,1500,50.37,11,91,17,9,8,2,1.18,2,1.48,34000000.0,128,7.68,10,0.6,7.62,0.6,3597,350,0.036,0.029,3597,350,3597,350,0.806
Josh Acheampong,1403050,Chelsea,38,DR,Fullback,700,57.74,4,38,8,3,2,0,0.14,1,0.63,24000000.0,53,6.81,2,0.26,5.9,0.23,3277,417,0.016,0.005,3277,417,3277,417,0.312
Anthony Elanga,979232,Newcastle United,39,RW,Winger,1338,52.61,17,82,18,29,15,1,1.76,0,1.67,31000000.0,146,9.82,16,1.08,9.33,1.03,3629,388,0.04,0.041,3629,388,3629,388,1.025
Gabriel Jesus,794839,Arsenal,42,ST,Striker,421,56.13,19,25,11,8,3,0,0.27,3,2.69,17600000.0,63,13.47,3,0.64,12.0,0.57,3614,458,0.017,0.007,3614,458,3614,458,0.412
Lamare Bogarde,1089388,Aston Villa,40,MC,Midfielder,1104,53.55,0,52,10,5,2,0,0.21,0,0.0,17500000.0,67,5.46,2,0.16,5.1,0.15,3295,405,0.02,0.005,3295,405,3295,405,0.25
Yves Bissouma,844842,Tottenham Hotspur,33,MC,Midfielder,605,50.37,5,38,4,2,0,0,0.12,0,0.36,9200000.0,49,7.29,0,0.0,7.24,0.0,3597,350,0.014,0.0,3597,350,3597,350,0.0
Djed Spence,945798,Tottenham Hotspur,33,DL,Fullback,2079,50.37,13,169,29,43,10,0,1.78,0,0.9,41000000.0,254,11.0,10,0.43,10.92,0.43,3597,350,0.071,0.029,3597,350,3597,350,0.408
Federico Chiesa,845386,Liverpool FC,44,ST,Striker,400,59.21,17,32,4,9,3,1,0.61,2,1.5,11900000.0,62,13.95,4,0.9,11.78,0.76,3807,507,0.016,0.008,3807,507,3807,507,0.5
Chris Wood,50480,Nottingham Forest,14,ST,Striker,906,46.76,23,49,2,1,5,0,0.32,3,4.25,5200000.0,75,7.45,5,0.5,7.97,0.53,3445,378,0.022,0.013,3445,378,3445,378,0.591
Tyrique George,1403061,Everton,48,LW,Winger,370,43.63,10,22,9,7,3,0,1.18,0,0.63,21000000.0,48,11.68,3,0.73,13.39,0.84,3490,349,0.014,0.009,3490,349,3490,349,0.643
Leon Bailey,808590,Aston Villa,40,RW,Winger,466,53.55,8,32,9,21,12,1,1.46,0,0.49,13100000.0,70,13.52,13,2.51,12.62,2.34,3295,405,0.021,0.032,3295,405,3295,405,1.524
Igor Jesus,981619,Nottingham Forest,14,ST,Striker,2320,46.76,70,125,43,28,15,4,1.27,6,6.64,26000000.0,266,10.32,19,0.74,11.04,0.79,3445,378,0.077,0.05,3445,378,3445,378,0.649
Ezra Mayers,1652590,West Ham United,37,DC,Centerback,134,42.53,1,13,1,0,2,0,0.49,0,0.12,1800000.0,15,10.07,2,1.34,11.84,1.58,3447,311,0.004,0.006,3447,311,3447,311,1.5
Christian Nørgaard,135256,Arsenal,42,MC,Midfielder,108,56.13,2,10,1,0,0,0,0.04,0,0.08,4800000.0,13,10.83,0,0.0,9.65,0.0,3614,458,0.004,0.0,3614,458,3614,458,0.0
Dan Burn,99090,Newcastle United,39,DC,Centerback,2209,52.61,10,218,6,1,7,2,0.4,1,1.06,4099999.0,235,9.57,9,0.37,9.1,0.35,3629,388,0.065,0.023,3629,388,3629,388,0.354
Ian Maatsen,976263,Aston Villa,40,DL,Fullback,1615,53.55,20,100,23,30,26,1,2.41,0,1.3,28000000.0,173,9.64,27,1.5,9.0,1.4,3295,405,0.053,0.067,3295,405,3295,405,1.264
Reiss Nelson,826139,Brentford,50,RW,Winger,152,47.61,5,6,4,7,2,1,0.12,0,0.71,8800000.0,22,13.03,3,1.78,13.68,1.87,3707,331,0.006,0.009,3707,331,3707,331,1.5
Nathaniel Clyne,43215,Crystal Palace,7,DR,Fullback,604,45.92,3,37,1,3,3,1,0.68,0,0.43,280000.0,44,6.56,4,0.6,7.14,0.65,3757,330,0.012,0.012,3757,330,3757,330,1.0
Jack Harrison,829570,Leeds United,34,RW,Winger,263,45.74,6,24,0,4,2,0,0.24,0,0.28,7000000.0,34,11.63,2,0.68,12.71,0.74,3578,352,0.01,0.006,3578,352,3578,352,0.6
Hwang Hee-chan,786186,Wolverhampton,3,ST,Striker,1461,42.82,19,93,11,16,15,2,1.58,2,2.39,5500000.0,139,8.56,17,1.05,10.0,1.23,3167,274,0.044,0.062,3167,274,3167,274,1.409
Romain Esse,1438837,Crystal Palace,7,RW,Winger,54,45.92,0,7,2,1,0,0,0.04,0,0.0,10900000.0,10,16.67,0,0.0,18.15,0.0,3757,330,0.003,0.0,3757,330,3757,330,0.0
John Stones,152077,Manchester City,17,DC,Centerback,449,60.5,0,20,1,0,1,0,0.09,0,0.0,10900000.0,21,4.21,1,0.2,3.48,0.17,4135,545,0.005,0.002,4135,545,4135,545,0.4
Ryan Sessegnon,836698,Fulham,43,DL,Fullback,1822,51.71,16,160,18,16,14,1,1.81,3,1.61,21000000.0,210,10.37,15,0.74,10.03,0.72,3626,385,0.058,0.039,3626,385,3626,385,0.672
Alexander Isak,823941,Liverpool FC,44,ST,Striker,714,59.21,17,33,7,9,2,1,0.1,3,2.65,88000000.0,66,8.32,3,0.38,7.03,0.32,3807,507,0.017,0.006,3807,507,3807,507,0.353
Pedro Lima,1597270,Wolverhampton,3,DR,Fullback,271,42.82,4,20,4,2,3,0,0.37,0,0.34,3900000.0,30,9.96,3,1.0,11.63,1.17,3167,274,0.009,0.011,3167,274,3167,274,1.222
Joe Worrall,838399,Burnley,6,DC,Centerback,517,42.29,1,30,0,0,0,0,0.02,0,0.08,1900000.0,31,5.4,0,0.0,6.38,0.0,3487,301,0.009,0.0,3487,301,3487,301,0.0
Chadi Riad,1064218,Crystal Palace,7,DC,Centerback,554,45.92,4,51,3,0,1,1,0.13,0,0.33,19400000.0,58,9.42,2,0.32,10.26,0.35,3757,330,0.015,0.006,3757,330,3757,330,0.4
Jack Fletcher,1402726,Manchester United,35,MC,Midfielder,107,51.79,1,8,4,0,2,0,0.03,0,0.03,1600000.0,13,10.93,2,1.68,10.55,1.62,3756,501,0.003,0.004,3756,501,3756,501,1.333
Tolu Arokodare,987734,Wolverhampton,3,ST,Striker,1438,42.82,47,107,22,14,12,1,0.45,3,5.46,18200000.0,190,11.89,13,0.81,13.88,0.95,3167,274,0.06,0.047,3167,274,3167,274,0.783
Loum Tchaouna,1004505,Burnley,6,RW,Winger,1316,42.29,23,85,17,14,13,1,0.93,2,1.25,13800000.0,139,9.51,14,0.96,11.24,1.14,3487,301,0.04,0.047,3487,301,3487,301,1.175
Tyler Dibling,1174472,Everton,48,RW,Winger,371,43.63,4,14,10,14,4,0,0.16,0,0.2,15700000.0,42,10.19,4,0.97,11.68,1.11,3490,349,0.012,0.011,3490,349,3490,349,0.917
Oliver Scarles,1150952,West Ham United,37,ML,Fullback,668,42.53,3,54,0,7,5,0,0.31,0,0.18,9100000.0,64,8.62,5,0.67,10.13,0.79,3447,311,0.019,0.016,3447,311,3447,311,0.842
Joe Willock,888550,Newcastle United,39,MC,Midfielder,1011,52.61,17,57,12,10,14,2,1.1,0,1.26,14500000.0,96,8.55,16,1.42,8.13,1.35,3629,388,0.026,0.041,3629,388,3629,388,1.577
Justin Kluivert,851596,Bournemouth,60,AM,Midfielder,951,50.18,17,65,15,15,21,0,1.53,2,2.32,24000000.0,112,10.6,21,1.99,10.56,1.98,3742,374,0.03,0.056,3742,374,3742,374,1.867
Max Kilman,894474,West Ham United,37,DC,Centerback,1565,42.53,7,83,5,1,4,0,0.31,0,0.57,12600000.0,96,5.52,4,0.23,6.49,0.27,3447,311,0.028,0.013,3447,311,3447,311,0.464
Evann Guessand,930245,Crystal Palace,7,ST,Striker,933,45.92,11,33,28,25,5,2,1.02,1,1.56,24000000.0,97,9.36,7,0.68,10.19,0.74,3757,330,0.026,0.021,3757,330,3757,330,0.808
Jackson Tchatchoua,1096210,Wolverhampton,3,DR,Fullback,1855,42.82,2,129,7,9,21,1,1.69,0,0.33,13200000.0,147,7.13,22,1.07,8.33,1.25,3167,274,0.046,0.08,3167,274,3167,274,1.739
Rodrigo Muniz,1015256,Fulham,43,ST,Striker,997,51.71,32,76,12,7,8,1,0.14,1,3.34,22000000.0,127,11.46,9,0.81,11.08,0.78,3626,385,0.035,0.023,3626,385,3626,385,0.657
James McAtee,1003334,Nottingham Forest,14,AM,Midfielder,321,46.76,4,19,9,6,6,1,0.37,0,0.17,16200000.0,38,10.65,7,1.96,11.39,2.1,3445,378,0.011,0.019,3445,378,3445,378,1.727
Lucas Pires,1136896,Burnley,6,DL,Fullback,1406,42.29,16,90,12,10,20,0,1.48,0,0.58,4300000.0,128,8.19,20,1.28,9.68,1.51,3487,301,0.037,0.066,3487,301,3487,301,1.784
Josh Dasilva,856260,Brentford,50,MC,Midfielder,21,47.61,1,1,0,0,1,0,0.0,0,0.08,1500000.0,2,8.57,1,4.29,9.0,4.51,3707,331,0.001,0.003,3707,331,3707,331,3.0
Dilane Bakwa,963298,Nottingham Forest,14,RW,Winger,552,46.76,9,41,5,13,11,2,1.01,0,0.55,26000000.0,68,11.09,13,2.12,11.86,2.27,3445,378,0.02,0.034,3445,378,3445,378,1.7
Jean-Clair Todibo,945217,West Ham United,37,DC,Centerback,1817,42.53,2,99,1,5,5,1,0.33,0,0.24,24000000.0,107,5.3,6,0.3,6.23,0.35,3447,311,0.031,0.019,3447,311,3447,311,0.613
Matt Doherty,143047,Wolverhampton,3,DR,Fullback,791,42.82,3,58,3,0,3,0,0.18,0,0.09,1000000.0,64,7.28,3,0.34,8.5,0.4,3167,274,0.02,0.011,3167,274,3167,274,0.55
Destiny Udogie,983572,Tottenham Hotspur,33,DL,Fullback,1340,50.37,4,85,12,12,12,1,0.75,0,0.19,28000000.0,113,7.59,13,0.87,7.53,0.86,3597,350,0.031,0.037,3597,350,3597,350,1.194
Séamus Coleman,76632,Everton,48,DR,Fullback,39,43.63,0,0,0,0,1,0,0.16,0,0.0,220000.0,0,0.0,1,2.31,0.0,2.65,3490,349,0.0,0.003,3490,349,3490,349,0.0
Thierno Barry,1395746,Everton,48,ST,Striker,1932,43.63,38,143,23,21,12,0,0.47,8,8.15,31000000.0,225,10.48,12,0.56,12.01,0.64,3490,349,0.064,0.034,3490,349,3490,349,0.531
Axel Tuanzebe,817979,Burnley,6,DC,Centerback,1202,42.29,2,88,0,0,0,0,0.14,1,0.61,4600000.0,90,6.74,0,0.0,7.97,0.0,3487,301,0.026,0.0,3487,301,3487,301,0.0
Jorrel Hato,1153079,Chelsea,38,DL,Fullback,1159,57.74,4,61,4,6,8,0,0.63,0,0.31,41000000.0,75,5.82,8,0.62,5.04,0.54,3277,417,0.023,0.019,3277,417,3277,417,0.826
Merlin Röhl,1064082,Everton,48,MC,Midfielder,694,43.63,11,38,15,8,6,0,0.32,1,0.78,14700000.0,72,9.34,6,0.78,10.7,0.89,3490,349,0.021,0.017,3490,349,3490,349,0.81
Facundo Buonanotte,1117025,Leeds United,34,RW,Winger,86,45.74,2,8,0,0,3,0,0.28,0,0.06,10900000.0,10,10.47,3,3.14,11.45,3.43,3578,352,0.003,0.009,3578,352,3578,352,3.0
Fer López,1526628,Wolverhampton,3,MC,Midfielder,236,42.82,5,28,6,4,3,1,0.61,0,0.16,17500000.0,43,16.4,4,1.53,19.15,1.79,3167,274,0.014,0.015,3167,274,3167,274,1.071
Radu Drăguşin,997103,Tottenham Hotspur,33,DC,Centerback,541,50.37,4,53,2,0,0,0,0.02,0,0.32,14800000.0,59,9.82,0,0.0,9.75,0.0,3597,350,0.016,0.0,3597,350,3597,350,0.0
Jacob Bruun Larsen,809276,Burnley,6,LW,Winger,1038,42.29,17,54,11,25,12,1,1.17,0,1.38,4400000.0,107,9.28,13,1.13,10.97,1.34,3487,301,0.031,0.043,3487,301,3487,301,1.387
Joe Gomez,318927,Liverpool FC,44,DC,Centerback,644,59.21,5,65,6,3,6,2,0.66,0,0.27,12600000.0,79,11.04,8,1.12,9.32,0.95,3807,507,0.021,0.016,3807,507,3807,507,0.762
Harvey Elliott,955245,Aston Villa,40,MC,Midfielder,117,53.55,5,13,0,0,1,0,0.09,0,0.29,21000000.0,18,13.85,1,0.77,12.93,0.72,3295,405,0.005,0.002,3295,405,3295,405,0.4
Eliezer Mayenda,1168588,Sunderland,41,ST,Striker,770,44.84,13,29,21,21,4,0,0.21,2,2.15,16600000.0,84,9.82,4,0.47,10.95,0.52,3339,292,0.025,0.014,3339,292,3339,292,0.56
Toti Gomes,973418,Wolverhampton,3,DC,Centerback,1427,42.82,5,115,5,2,6,0,0.31,0,0.53,18700000.0,127,8.01,6,0.38,9.35,0.44,3167,274,0.04,0.022,3167,274,3167,274,0.55
Justin Devenny,1084311,Crystal Palace,7,MC,Midfielder,830,45.92,13,68,11,11,7,0,0.38,1,2.62,11500000.0,103,11.17,7,0.76,12.16,0.83,3757,330,0.027,0.021,3757,330,3757,330,0.778
Joshua Zirkzee,917007,Manchester United,35,ST,Striker,666,51.79,25,63,13,4,11,1,0.35,2,2.95,21000000.0,105,14.19,12,1.62,13.7,1.56,3756,501,0.028,0.024,3756,501,3756,501,0.857
Nilson Angulo,1116571,Sunderland,41,LW,Winger,413,44.84,7,21,5,9,3,0,0.11,0,0.78,16500000.0,42,9.15,3,0.65,10.2,0.72,3339,292,0.013,0.01,3339,292,3339,292,0.769
Adam Smith,44566,Bournemouth,60,DR,Fullback,1095,50.18,0,80,2,0,5,2,0.25,0,0.0,310000.0,82,6.74,7,0.58,6.72,0.58,3742,374,0.022,0.019,3742,374,3742,374,0.864
Adama Traoré,286165,West Ham United,37,RW,Winger,450,42.53,7,23,14,8,3,0,0.58,0,0.69,5700000.0,52,10.4,3,0.6,12.23,0.71,3447,311,0.015,0.01,3447,311,3447,311,0.667
Simon Adingra,1110842,Sunderland,41,LW,Winger,665,44.84,6,39,12,19,7,0,0.61,1,0.35,23000000.0,76,10.29,7,0.95,11.47,1.06,3339,292,0.023,0.024,3339,292,3339,292,1.043
Hamed Junior Traorè,892924,Bournemouth,60,AM,Midfielder,16,50.18,0,0,0,0,1,1,0.0,0,0.0,14100000.0,0,0.0,2,11.25,0.0,11.21,3742,374,0.0,0.005,3742,374,3742,374,0.0
Carlos Alcaraz,1017392,Everton,48,MC,Midfielder,730,43.63,20,56,9,8,10,1,0.54,0,1.24,14600000.0,93,11.47,11,1.36,13.14,1.56,3490,349,0.027,0.032,3490,349,3490,349,1.185
Bendito Mantato,1545190,Manchester United,35,RW,Winger,15,51.79,0,0,0,0,1,0,0.01,0,0.0,360000.0,0,0.0,1,6.0,0.0,5.79,3756,501,0.0,0.002,3756,501,3756,501,0.0
Divine Mukasa,1467990,Manchester City,17,MC,Midfielder,25,60.5,0,1,2,0,2,0,0.21,0,0.0,4900000.0,3,10.8,2,7.2,8.93,5.95,4135,545,0.001,0.004,4135,545,4135,545,4.0
Andrés García,1457536,Aston Villa,40,DR,Fullback,105,53.55,0,0,1,0,0,0,0.01,0,0.0,6500000.0,1,0.86,0,0.0,0.8,0.0,3295,405,0.0,0.0,3295,405,3295,405,0.0
Romaine Mundle,1094440,Sunderland,41,LW,Winger,412,44.84,7,15,14,8,1,0,0.47,0,0.86,6800000.0,44,9.61,1,0.22,10.72,0.25,3339,292,0.013,0.003,3339,292,3339,292,0.231
Tom Watson,1167066,Brighton & Hove Albion,30,LW,Winger,73,54.08,1,5,0,0,0,0,0.04,0,0.04,7500000.0,6,7.4,0,0.0,6.84,0.0,3682,403,0.002,0.0,3682,403,3682,403,0.0
Enes Ünal,336655,Bournemouth,60,ST,Striker,259,50.18,15,18,8,3,1,0,0.07,1,2.0,6800000.0,44,15.29,1,0.35,15.24,0.35,3742,374,0.012,0.003,3742,374,3742,374,0.25
Ben Gannon-Doak,1154861,Bournemouth,60,RW,Winger,122,50.18,3,11,0,6,1,1,0.12,0,0.26,14600000.0,20,14.75,2,1.48,14.7,1.47,3742,374,0.005,0.005,3742,374,3742,374,1.0
Alex Tóth,1476524,Bournemouth,60,MC,Midfielder,185,50.18,2,8,2,3,5,0,0.33,0,0.11,13100000.0,15,7.3,5,2.43,7.27,2.42,3742,374,0.004,0.013,3742,374,3742,374,3.25
Randal Kolo Muani,871706,Tottenham Hotspur,33,ST,Striker,1670,50.37,20,97,37,38,20,1,1.77,1,2.18,18200000.0,192,10.35,21,1.13,10.27,1.12,3597,350,0.053,0.06,3597,350,3597,350,1.132
Lyle Foster,901907,Burnley,6,ST,Striker,1372,42.29,20,84,32,12,10,2,0.49,3,3.25,8300000.0,148,9.71,12,0.79,11.48,0.93,3487,301,0.042,0.04,3487,301,3487,301,0.952
Luís Guilherme,1016893,West Ham United,37,LW,Winger,121,42.53,1,3,5,4,1,0,0.04,0,0.07,12500000.0,13,9.67,1,0.74,11.37,0.87,3447,311,0.004,0.003,3447,311,3447,311,0.75
Liam Delap,997087,Chelsea,38,ST,Striker,1139,57.74,36,57,22,3,3,0,0.22,1,4.47,26000000.0,118,9.32,3,0.24,8.07,0.21,3277,417,0.036,0.007,3277,417,3277,417,0.194
Zeki Amdouni,990550,Burnley,6,ST,Striker,69,42.29,3,1,1,3,0,0,0.02,0,0.24,7600000.0,8,10.43,0,0.0,12.33,0.0,3487,301,0.002,0.0,3487,301,3487,301,0.0
Pablo Felipe,1101174,West Ham United,37,ST,Striker,826,42.53,12,53,17,5,14,1,1.12,0,1.05,18500000.0,87,9.48,15,1.63,11.15,1.92,3447,311,0.025,0.048,3447,311,3447,311,1.92
Mike Trésor,826183,Burnley,6,LW,Winger,63,42.29,0,4,2,0,1,0,0.0,0,0.0,2100000.0,6,8.57,1,1.43,10.13,1.69,3487,301,0.002,0.003,3487,301,3487,301,1.5
Jonah Kusi-Asare,1503757,Fulham,43,ST,Striker,79,51.71,0,5,0,0,1,0,0.01,0,0.0,3300000.0,5,5.7,1,1.14,5.51,1.1,3626,385,0.001,0.003,3626,385,3626,385,3.0
Trey Nyoni,1445945,Liverpool FC,44,MC,Midfielder,47,59.21,1,2,1,0,1,0,0.02,0,0.37,8500000.0,4,7.66,1,1.91,6.47,1.61,3807,507,0.001,0.002,3807,507,3807,507,2.0
Quilindschy Hartman,1392044,Burnley,6,DL,Fullback,1830,42.29,9,179,6,7,20,5,1.99,0,0.34,15500000.0,201,9.89,25,1.23,11.69,1.45,3487,301,0.058,0.083,3487,301,3487,301,1.431
Christantus Uche,1884145,Crystal Palace,7,ST,Striker,193,45.92,6,24,7,0,0,0,0.03,0,0.49,13200000.0,37,17.25,0,0.0,18.78,0.0,3757,330,0.01,0.0,3757,330,3757,330,0.0
Yoane Wissa,805123,Newcastle United,39,ST,Striker,539,52.61,13,28,6,11,4,1,0.56,1,3.12,23000000.0,58,9.68,5,0.83,9.2,0.79,3629,388,0.016,0.013,3629,388,3629,388,0.812
Josh Laurent,552036,Burnley,6,MC,Midfielder,1783,42.29,14,141,15,10,12,0,0.49,1,0.85,1500000.0,180,9.09,12,0.61,10.75,0.72,3487,301,0.052,0.04,3487,301,3487,301,0.769
Dane Scarlett,998772,Tottenham Hotspur,33,ST,Striker,21,50.37,0,2,1,0,0,0,0.01,0,0.0,1400000.0,3,12.86,0,0.0,12.77,0.0,3597,350,0.001,0.0,3597,350,3597,350,0.0
Sam Byram,254713,Leeds United,34,DL,Fullback,18,45.74,0,3,0,0,0,0,0.0,0,0.0,390000.0,3,15.0,0,0.0,16.4,0.0,3578,352,0.001,0.0,3578,352,3578,352,0.0
Joel Drakes-Thomas,2007717,Crystal Palace,7,MR,Fullback,25,45.92,0,3,0,0,0,0,0.0,0,0.0,1400000.0,3,10.8,0,0.0,11.76,0.0,3757,330,0.001,0.0,3757,330,3757,330,0.0
Joël Piroe,850823,Leeds United,34,ST,Striker,315,45.74,14,18,5,2,1,0,0.13,0,0.96,9100000.0,39,11.14,1,0.29,12.18,0.32,3578,352,0.011,0.003,3578,352,3578,352,0.273
Rico Henry,599128,Brentford,50,DL,Fullback,1334,47.61,5,111,9,15,4,1,0.55,0,0.18,13800000.0,140,9.45,5,0.34,9.92,0.36,3707,331,0.038,0.015,3707,331,3707,331,0.395
Harry Howell,1627806,Brighton & Hove Albion,30,RW,Winger,93,54.08,0,5,2,1,0,0,0.03,0,0.0,7300000.0,8,7.74,0,0.0,7.16,0.0,3682,403,0.002,0.0,3682,403,3682,403,0.0
Ashley Barnes,27028,Burnley,6,ST,Striker,92,42.29,2,9,2,0,0,0,0.04,0,0.25,145000.0,13,12.72,0,0.0,15.04,0.0,3487,301,0.004,0.0,3487,301,3487,301,0.0
Armando Broja,996985,Burnley,6,ST,Striker,874,42.29,16,46,20,16,5,1,0.23,1,2.15,4500000.0,98,10.09,6,0.62,11.93,0.73,3487,301,0.028,0.02,3487,301,3487,301,0.714
Shumaira Mheuka,1402787,Chelsea,38,ST,Striker,9,57.74,0,1,0,0,0,0,0.0,0,0.0,2900000.0,1,10.0,0,0.0,8.66,0.0,3277,417,0.0,0.0,3277,417,3277,417,0.0
Kaye Furo,1403098,Brentford,50,ST,Striker,9,47.61,0,0,0,0,0,0,0.0,0,0.0,7600000.0,0,0.0,0,0.0,0.0,0.0,3707,331,0.0,0.0,3707,331,3707,331,0.0
Jaydon Banel,1142573,Burnley,6,LW,Winger,9,42.29,0,0,0,0,0,0,0.0,0,0.0,950000.0,0,0.0,0,0.0,0.0,0.0,3487,301,0.0,0.0,3487,301,3487,301,0.0
Bradley Burrowes,1899712,Aston Villa,40,ST,Striker,16,53.55,0,2,0,0,0,0,0.0,0,0.0,1800000.0,2,11.25,0,0.0,10.5,0.0,3295,405,0.001,0.0,3295,405,3295,405,0.0
George Earthy,1212165,West Ham United,37,AM,Midfielder,8,42.53,0,0,0,0,0,0,0.01,0,0.0,1900000.0,0,0.0,0,0.0,0.0,0.0,3447,311,0.0,0.0,3447,311,3447,311,0.0
Kaden Rodney,1185603,Crystal Palace,7,MC,Midfielder,9,45.92,0,2,0,0,0,0,0.0,0,0.0,195000.0,2,20.0,0,0.0,21.78,0.0,3757,330,0.001,0.0,3757,330,3757,330,0.0
Arnaud Kalimuendo,954061,Nottingham Forest,14,ST,Striker,106,46.76,4,5,1,0,1,0,0.03,0,0.44,24000000.0,10,8.49,1,0.85,9.08,0.91,3445,378,0.003,0.003,3445,378,3445,378,1.0
Jamaal Lascelles,153444,Newcastle United,39,DC,Centerback,25,52.61,1,2,0,0,0,0,0.0,0,0.04,760000.0,3,10.8,0,0.0,10.26,0.0,3629,388,0.001,0.0,3629,388,3629,388,0.0
Patrick Roberts,361326,Sunderland,41,RW,Winger,27,44.84,1,4,0,0,0,0,0.02,0,0.03,4099999.0,5,16.67,0,0.0,18.59,0.0,3339,292,0.001,0.0,3339,292,3339,292,0.0
Sean Neave,1511675,Newcastle United,39,ST,Striker,13,52.61,1,0,1,0,0,0,0.0,0,0.03,0.0,2,13.85,0,0.0,13.16,0.0,3629,388,0.001,0.0,3629,388,3629,388,0.0
Jørgen Strand Larsen,876599,Crystal Palace,7,ST,Striker,2316,45.92,44,175,27,16,10,1,1.11,4,5.32,41000000.0,262,10.18,11,0.43,11.08,0.47,3757,330,0.07,0.033,3757,330,3757,330,0.471
Zach Abbott,1390490,Nottingham Forest,14,DC,Centerback,165,46.76,0,18,2,2,0,0,0.01,0,0.0,3900000.0,22,12.0,0,0.0,12.83,0.0,3445,378,0.006,0.0,3445,378,3445,378,0.0
Igor Júlio,842513,Brighton & Hove Albion,30,DC,Centerback,122,54.08,0,6,0,0,1,0,0.0,0,0.0,9700000.0,6,4.43,1,0.74,4.1,0.68,3682,403,0.002,0.002,3682,403,3682,403,1.0
Borna Sosa,357584,Crystal Palace,7,DL,Fullback,99,45.92,1,15,0,0,2,0,0.07,0,0.04,2700000.0,16,14.55,2,1.82,15.84,1.98,3757,330,0.004,0.006,3757,330,3757,330,1.5
Callum Marshall,1394099,West Ham United,37,ST,Striker,58,42.53,1,2,2,1,0,0,0.0,0,0.13,2100000.0,6,9.31,0,0.0,10.95,0.0,3447,311,0.002,0.0,3447,311,3447,311,0.0
Saša Kalajdžić,870038,Wolverhampton,3,ST,Striker,14,42.82,0,1,1,0,0,0,0.01,0,0.0,3700000.0,2,12.86,0,0.0,15.02,0.0,3167,274,0.001,0.0,3167,274,3167,274,0.0
Ben Winterburn,2007889,Bournemouth,60,AM,Midfielder,13,50.18,0,1,0,0,0,0,0.0,0,0.0,320000.0,1,6.92,0,0.0,6.9,0.0,3742,374,0.0,0.0,3742,374,3742,374,0.0
Julio Soler,1201520,Bournemouth,60,DL,Fullback,34,50.18,0,3,0,0,0,0,0.01,0,0.0,8300000.0,3,7.94,0,0.0,7.91,0.0,3742,374,0.001,0.0,3742,374,3742,374,0.0
Mamadou Sarr,1154657,Chelsea,38,DC,Centerback,107,57.74,1,6,0,0,0,0,0.0,0,0.44,24000000.0,7,5.89,0,0.0,5.1,0.0,3277,417,0.002,0.0,3277,417,3277,417,0.0
Souza,1482340,Tottenham Hotspur,33,DL,Fullback,144,50.37,1,2,1,0,3,0,0.04,0,0.02,12400000.0,4,2.5,3,1.88,2.48,1.87,3597,350,0.001,0.009,3597,350,3597,350,9.0
Marc Guiu,1414933,Chelsea,38,ST,Striker,276,57.74,13,10,1,3,3,1,0.3,0,1.55,11200000.0,27,8.8,4,1.3,7.62,1.13,3277,417,0.008,0.01,3277,417,3277,417,1.25
Nayef Aguerd,877102,West Ham United,37,DC,Centerback,180,42.53,2,11,0,0,0,0,0.03,0,0.1,15900000.0,13,6.5,0,0.0,7.64,0.0,3447,311,0.004,0.0,3447,311,3447,311,0.0
Niclas Füllkrug,132645,West Ham United,37,ST,Striker,408,42.53,9,36,6,0,7,0,0.23,0,0.92,3700000.0,51,11.25,7,1.54,13.23,1.81,3447,311,0.015,0.023,3447,311,3447,311,1.533
Emil Krafth,150396,Newcastle United,39,DR,Fullback,45,52.61,0,5,1,0,0,0,0.0,0,0.0,810000.0,6,12.0,0,0.0,11.4,0.0,3629,388,0.002,0.0,3629,388,3629,388,0.0
James Rowswell,1403130,Tottenham Hotspur,33,DR,Fullback,1,50.37,0,0,0,0,0,0,0.0,0,0.0,1000000.0,0,0.0,0,0.0,0.0,0.0,3597,350,0.0,0.0,3597,350,3597,350,0.0
Myles Peart-Harris,980649,Brentford,50,AM,Midfielder,1,47.61,0,0,0,0,0,0,0.0,0,0.0,875000.0,0,0.0,0,0.0,0.0,0.0,3707,331,0.0,0.0,3707,331,3707,331,0.0
